ticker,date,day_of_week,eps_estimate,eps_actual,eps_surprise,eps_surprise_pct,price_before,price_after,pct_change,jump_label,prior_return_5d,volatility_5d,rsi_5d,macd_diff,sentiment_score,headline,headlines,sentiment,scrape_success,raw_sentiment_score,positive_count,neutral_count,negative_count
AAPL,2025-05-01 16:30:00,3,1.63,1.65,0.02,0.0122699386503067,213.04063415527344,205.08106994628903,-0.0373617185310436,0,0.0381022356216151,0.0060900701463072,76.18145619612969,2.877397576389247,-0.10558960835138957,,"AAPL: Wedbush Sees Apple as Trade Deal's Biggest Winner | Wedbush: Apple Inc. (NASDAQ:AAPL) Could Face US Pressure, But India Key to Avoiding $3,500 iPhones | Jim Cramer on Apple Inc. (AAPL): “They’ll Have the Best AI” | Apple Inc. (AAPL) Should Be Bought on Weakness, Veteran Investor Says | UBS Reiterates Neutral on Apple (AAPL) as Tariff Talk Sparks iPhone Buying Surge | Why Apple (AAPL) Stock Is Up Today | Famous Investor Suggests That Apple (AAPL) Is Not a Buy | Apple (AAPL) Faces Significant Threat From ChatGPT, Veteran Investor Says | Apple (AAPL) Rated Hold by Loop Capital Amid Tariff and iPhone 17 Buzz | Apple (AAPL) Faces a New Kind of Rival – And Wall Street Is Paying Attention | Apple (AAPL) Suppliers in China Slide on Trump's New Tariff Threats | UBS Maintains Neutral Rating on Apple (AAPL), Keeps $210 PT",negative,Bing,-0.08333333333333333,2,7,3
AAPL,2025-01-30 16:31:00,3,2.35,2.4,0.0499999999999998,0.0212765957446807,237.0182342529297,235.4320831298828,-0.0066921058966047,0,0.0682469163931454,0.0190479026798659,65.15742667379904,0.7396922957290659,-0.10558960835138957,,"AAPL: Wedbush Sees Apple as Trade Deal's Biggest Winner | Wedbush: Apple Inc. (NASDAQ:AAPL) Could Face US Pressure, But India Key to Avoiding $3,500 iPhones | Jim Cramer on Apple Inc. (AAPL): “They’ll Have the Best AI” | Apple Inc. (AAPL) Should Be Bought on Weakness, Veteran Investor Says | UBS Reiterates Neutral on Apple (AAPL) as Tariff Talk Sparks iPhone Buying Surge | Why Apple (AAPL) Stock Is Up Today | Famous Investor Suggests That Apple (AAPL) Is Not a Buy | Apple (AAPL) Faces Significant Threat From ChatGPT, Veteran Investor Says | Apple (AAPL) Rated Hold by Loop Capital Amid Tariff and iPhone 17 Buzz | Apple (AAPL) Faces a New Kind of Rival – And Wall Street Is Paying Attention | Apple (AAPL) Suppliers in China Slide on Trump's New Tariff Threats | UBS Maintains Neutral Rating on Apple (AAPL), Keeps $210 PT",negative,Bing,-0.08333333333333333,2,7,3
AAPL,2024-10-31 16:31:00,3,1.6,1.64,0.0399999999999998,0.0249999999999998,225.11868286132807,222.1291961669922,-0.0132796028136742,0,-0.0027018269164185,0.0089609420899988,24.116682650533804,-0.7284766302613366,-0.10558960835138957,,"AAPL: Wedbush Sees Apple as Trade Deal's Biggest Winner | Wedbush: Apple Inc. (NASDAQ:AAPL) Could Face US Pressure, But India Key to Avoiding $3,500 iPhones | Jim Cramer on Apple Inc. (AAPL): “They’ll Have the Best AI” | Apple Inc. (AAPL) Should Be Bought on Weakness, Veteran Investor Says | UBS Reiterates Neutral on Apple (AAPL) as Tariff Talk Sparks iPhone Buying Surge | Why Apple (AAPL) Stock Is Up Today | Famous Investor Suggests That Apple (AAPL) Is Not a Buy | Apple (AAPL) Faces Significant Threat From ChatGPT, Veteran Investor Says | Apple (AAPL) Rated Hold by Loop Capital Amid Tariff and iPhone 17 Buzz | Apple (AAPL) Faces a New Kind of Rival – And Wall Street Is Paying Attention | Apple (AAPL) Suppliers in China Slide on Trump's New Tariff Threats | UBS Maintains Neutral Rating on Apple (AAPL), Keeps $210 PT",negative,Bing,-0.08333333333333333,2,7,3
AAPL,2024-08-01 16:30:00,3,1.35,1.4,0.0499999999999998,0.0370370370370369,217.34356689453125,218.8365631103516,0.0068692910360894,0,0.0161979226426542,0.0072152901788971,37.82033284753119,-1.84228037032678,-0.10558960835138957,,"AAPL: Wedbush Sees Apple as Trade Deal's Biggest Winner | Wedbush: Apple Inc. (NASDAQ:AAPL) Could Face US Pressure, But India Key to Avoiding $3,500 iPhones | Jim Cramer on Apple Inc. (AAPL): “They’ll Have the Best AI” | Apple Inc. (AAPL) Should Be Bought on Weakness, Veteran Investor Says | UBS Reiterates Neutral on Apple (AAPL) as Tariff Talk Sparks iPhone Buying Surge | Why Apple (AAPL) Stock Is Up Today | Famous Investor Suggests That Apple (AAPL) Is Not a Buy | Apple (AAPL) Faces Significant Threat From ChatGPT, Veteran Investor Says | Apple (AAPL) Rated Hold by Loop Capital Amid Tariff and iPhone 17 Buzz | Apple (AAPL) Faces a New Kind of Rival – And Wall Street Is Paying Attention | Apple (AAPL) Suppliers in China Slide on Trump's New Tariff Threats | UBS Maintains Neutral Rating on Apple (AAPL), Keeps $210 PT",negative,Bing,-0.08333333333333333,2,7,3
AAPL,2024-05-02 16:31:00,3,1.5,1.53,0.03,0.02,171.99127197265625,182.2791290283203,0.0598161577483981,1,0.0021644551504899,0.0159956967077652,64.25280512147049,0.6445162320332256,-0.10558960835138957,,"AAPL: Wedbush Sees Apple as Trade Deal's Biggest Winner | Wedbush: Apple Inc. (NASDAQ:AAPL) Could Face US Pressure, But India Key to Avoiding $3,500 iPhones | Jim Cramer on Apple Inc. (AAPL): “They’ll Have the Best AI” | Apple Inc. (AAPL) Should Be Bought on Weakness, Veteran Investor Says | UBS Reiterates Neutral on Apple (AAPL) as Tariff Talk Sparks iPhone Buying Surge | Why Apple (AAPL) Stock Is Up Today | Famous Investor Suggests That Apple (AAPL) Is Not a Buy | Apple (AAPL) Faces Significant Threat From ChatGPT, Veteran Investor Says | Apple (AAPL) Rated Hold by Loop Capital Amid Tariff and iPhone 17 Buzz | Apple (AAPL) Faces a New Kind of Rival – And Wall Street Is Paying Attention | Apple (AAPL) Suppliers in China Slide on Trump's New Tariff Threats | UBS Maintains Neutral Rating on Apple (AAPL), Keeps $210 PT",negative,Bing,-0.08333333333333333,2,7,3
AAPL,2024-02-01 16:00:00,3,2.1,2.18,0.08,0.0380952380952381,185.5015563964844,184.4989013671875,-0.0054051030555982,0,-0.0528986397162728,0.0084027914346591,37.95935450479859,-0.2970378557966432,-0.10558960835138957,,"AAPL: Wedbush Sees Apple as Trade Deal's Biggest Winner | Wedbush: Apple Inc. (NASDAQ:AAPL) Could Face US Pressure, But India Key to Avoiding $3,500 iPhones | Jim Cramer on Apple Inc. (AAPL): “They’ll Have the Best AI” | Apple Inc. (AAPL) Should Be Bought on Weakness, Veteran Investor Says | UBS Reiterates Neutral on Apple (AAPL) as Tariff Talk Sparks iPhone Buying Surge | Why Apple (AAPL) Stock Is Up Today | Famous Investor Suggests That Apple (AAPL) Is Not a Buy | Apple (AAPL) Faces Significant Threat From ChatGPT, Veteran Investor Says | Apple (AAPL) Rated Hold by Loop Capital Amid Tariff and iPhone 17 Buzz | Apple (AAPL) Faces a New Kind of Rival – And Wall Street Is Paying Attention | Apple (AAPL) Suppliers in China Slide on Trump's New Tariff Threats | UBS Maintains Neutral Rating on Apple (AAPL), Keeps $210 PT",negative,Bing,-0.08333333333333333,2,7,3
AAPL,2023-11-02 16:30:00,3,1.39,1.46,0.07,0.0503597122302158,176.04718017578125,175.13504028320312,-0.0051812240995133,0,0.017226491771084,0.0167338774973081,75.36851412954968,0.2376675087008355,-0.10558960835138957,,"AAPL: Wedbush Sees Apple as Trade Deal's Biggest Winner | Wedbush: Apple Inc. (NASDAQ:AAPL) Could Face US Pressure, But India Key to Avoiding $3,500 iPhones | Jim Cramer on Apple Inc. (AAPL): “They’ll Have the Best AI” | Apple Inc. (AAPL) Should Be Bought on Weakness, Veteran Investor Says | UBS Reiterates Neutral on Apple (AAPL) as Tariff Talk Sparks iPhone Buying Surge | Why Apple (AAPL) Stock Is Up Today | Famous Investor Suggests That Apple (AAPL) Is Not a Buy | Apple (AAPL) Faces Significant Threat From ChatGPT, Veteran Investor Says | Apple (AAPL) Rated Hold by Loop Capital Amid Tariff and iPhone 17 Buzz | Apple (AAPL) Faces a New Kind of Rival – And Wall Street Is Paying Attention | Apple (AAPL) Suppliers in China Slide on Trump's New Tariff Threats | UBS Maintains Neutral Rating on Apple (AAPL), Keeps $210 PT",negative,Bing,-0.08333333333333333,2,7,3
AAPL,2023-08-03 16:30:00,3,1.19,1.26,0.07,0.0588235294117647,189.27493286132807,180.18592834472656,-0.0480201175042053,0,-0.0096728876726438,0.0109007838591146,31.0073795496002,-0.5576013249776084,-0.10558960835138957,,"AAPL: Wedbush Sees Apple as Trade Deal's Biggest Winner | Wedbush: Apple Inc. (NASDAQ:AAPL) Could Face US Pressure, But India Key to Avoiding $3,500 iPhones | Jim Cramer on Apple Inc. (AAPL): “They’ll Have the Best AI” | Apple Inc. (AAPL) Should Be Bought on Weakness, Veteran Investor Says | UBS Reiterates Neutral on Apple (AAPL) as Tariff Talk Sparks iPhone Buying Surge | Why Apple (AAPL) Stock Is Up Today | Famous Investor Suggests That Apple (AAPL) Is Not a Buy | Apple (AAPL) Faces Significant Threat From ChatGPT, Veteran Investor Says | Apple (AAPL) Rated Hold by Loop Capital Amid Tariff and iPhone 17 Buzz | Apple (AAPL) Faces a New Kind of Rival – And Wall Street Is Paying Attention | Apple (AAPL) Suppliers in China Slide on Trump's New Tariff Threats | UBS Maintains Neutral Rating on Apple (AAPL), Keeps $210 PT",negative,Bing,-0.08333333333333333,2,7,3
AAPL,2023-05-04 16:30:00,3,1.43,1.52,0.09,0.062937062937063,163.91978454589844,171.6120147705078,0.0469267956026107,0,0.0227473204944084,0.0144923731694427,38.55972766910999,-0.3037878901504607,-0.10558960835138957,,"AAPL: Wedbush Sees Apple as Trade Deal's Biggest Winner | Wedbush: Apple Inc. (NASDAQ:AAPL) Could Face US Pressure, But India Key to Avoiding $3,500 iPhones | Jim Cramer on Apple Inc. (AAPL): “They’ll Have the Best AI” | Apple Inc. (AAPL) Should Be Bought on Weakness, Veteran Investor Says | UBS Reiterates Neutral on Apple (AAPL) as Tariff Talk Sparks iPhone Buying Surge | Why Apple (AAPL) Stock Is Up Today | Famous Investor Suggests That Apple (AAPL) Is Not a Buy | Apple (AAPL) Faces Significant Threat From ChatGPT, Veteran Investor Says | Apple (AAPL) Rated Hold by Loop Capital Amid Tariff and iPhone 17 Buzz | Apple (AAPL) Faces a New Kind of Rival – And Wall Street Is Paying Attention | Apple (AAPL) Suppliers in China Slide on Trump's New Tariff Threats | UBS Maintains Neutral Rating on Apple (AAPL), Keeps $210 PT",negative,Bing,-0.08333333333333333,2,7,3
AAPL,2023-02-02 16:30:00,3,1.94,1.88,-0.06,-0.0309278350515464,148.891357421875,152.52426147460938,0.0243996973070824,0,0.0253311274225522,0.0143614583421543,84.65559146115612,1.500328120385558,-0.10558960835138957,,"AAPL: Wedbush Sees Apple as Trade Deal's Biggest Winner | Wedbush: Apple Inc. (NASDAQ:AAPL) Could Face US Pressure, But India Key to Avoiding $3,500 iPhones | Jim Cramer on Apple Inc. (AAPL): “They’ll Have the Best AI” | Apple Inc. (AAPL) Should Be Bought on Weakness, Veteran Investor Says | UBS Reiterates Neutral on Apple (AAPL) as Tariff Talk Sparks iPhone Buying Surge | Why Apple (AAPL) Stock Is Up Today | Famous Investor Suggests That Apple (AAPL) Is Not a Buy | Apple (AAPL) Faces Significant Threat From ChatGPT, Veteran Investor Says | Apple (AAPL) Rated Hold by Loop Capital Amid Tariff and iPhone 17 Buzz | Apple (AAPL) Faces a New Kind of Rival – And Wall Street Is Paying Attention | Apple (AAPL) Suppliers in China Slide on Trump's New Tariff Threats | UBS Maintains Neutral Rating on Apple (AAPL), Keeps $210 PT",negative,Bing,-0.08333333333333333,2,7,3
